feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class
-628.6385873474256,52.82695536005565,-1080333.3199803196,-1.3415497367826443,-485.0308669226109,-23.614567214772837,20.372656130463596,246.89770756559483,82306.26203336987,0
182.09211997452178,56.58750332625422,178737.82524348662,-269.9492927202999,-578.5429319660433,-46.26130871214539,152.32655520485204,696.8712333358515,-3002.973188792102,0
-2813.280140201696,25.943269781654273,-48036.522168144336,-206.530597948911,-270.56060697259653,-31.36675150177384,74.63144474216581,165.51907488385575,-31494.163593641708,0
-853.3206952926051,12.96049550443629,400666.4009469804,-84.35411200172908,-670.6588807259766,-59.27193067330778,121.27376234810734,-239.23263283294372,-27337.029944398848,0
-2844.6966594193427,-15.707336078806982,-228061.30935144625,16.78541483791906,-223.65265928972983,-27.71437503643582,51.257084919049966,-278.453248436945,82871.43189289338,0
-2229.663473351922,31.803718797499688,-328512.14431979356,-134.58668653019888,-176.34631040477086,-20.162850537759,69.3991617078091,32.890919894593836,83078.11184215813,0
-2415.193219131611,15.088743405164731,-889152.1315119558,10.472009543413265,-241.6445060705491,-26.240878612064073,16.217299018984942,-685.395947903615,34858.87772903708,0
-3487.235689253657,62.30622300390597,-523765.87322823267,-93.71293467899426,-344.1545506105037,2.087382595609048,53.740697028623984,88.35383837517179,88352.45646044285,0
-542.2147766409353,-24.97859353177924,-985723.3290021344,-4.369396956429568,-12.984633930700795,-59.46738333364423,88.90594364633509,-535.1373395113397,178649.91522345663,0
-2614.4384901897206,5.908762658297316,-973694.5661006388,-87.16857613663188,-252.56470847682252,-27.415345838460034,10.697085779319359,237.86000800782372,-69697.39709773417,0
-2906.60526891862,57.45593288281609,-677627.2991895938,-87.01914962373799,-348.99229289245534,-6.3044781481631285,41.49508300596749,-466.4359506294655,99259.00693812667,0
-2126.6859753068015,56.45812562795979,-1351308.9389490355,-48.2465298847588,-153.91051690583453,-4.624489649233186,-8.67570396327324,408.38602115394025,94774.86075589212,0
-2770.0704595483758,51.858483106393464,-50514.85097459738,-41.20116165950999,-584.6858089232421,-9.98210900865742,67.82205890566296,140.66738027380228,90847.89872644427,0
-2305.341659226551,102.35560098033093,-1076624.8287668354,-150.20586871228423,-391.5007796660164,-7.934855396012577,30.78593141804591,-260.436241221166,103632.0832649699,0
-3018.821389804619,86.33569024447125,-148073.01309349606,-59.77956808380007,-663.7861911024349,-7.498323133322724,58.71424286324613,155.3054120478093,76173.13924267152,0
-933.6295184523666,-8.534915970457703,669242.6490439331,-175.3406952812798,-494.43413245764486,-57.57041309766521,146.62910655423252,215.5040820685316,-23806.46282023911,0
-1785.7085257509618,42.34257772606144,-1063931.5287645634,-119.32366423614708,-292.28933870547195,-29.556448059026685,25.769712793127596,121.45761630345802,14866.703804894412,0
-1275.3026302213684,-23.441129483050474,-399533.80014089285,-148.1341332713358,-43.47215928448897,-51.827103362463355,97.23691848643202,211.64840938700607,45110.436319822315,0
-38.09436518791487,-9.73933111849616,-641243.7551473121,-83.36683192875084,-152.2083271820854,-60.86829021628822,68.74375717589369,-549.0184356445545,70857.75021353719,0
-3047.6642469720427,16.547061462555213,-917348.9172081692,-85.63345951226026,-237.19223040350866,-23.116862915916997,21.778663935472654,-262.8144692513901,-21985.719990307916,0
-2121.4097114568467,62.52050185288813,-832676.4555934354,-81.10910723622294,-414.763299536259,-10.019855260076705,5.232168231457562,216.94873635312248,35123.41828393455,0
-2835.870012209924,10.130505042191029,-605824.9173444811,-8.430652198338395,-212.0110484886089,-23.971999534610354,31.666939569562558,94.82411670761826,53201.95064332471,0
-2767.0567967327324,25.828819554073508,196892.56119677477,-184.01605862962782,-455.12671932522,-24.36260345568059,72.49000105993092,-106.29118625092657,-68041.65128096407,0
-3265.0230883565114,45.00523650209384,-526785.7641928857,-84.93466359761183,-253.32614229642184,2.4751944462037656,56.41524920942915,-102.75060775015743,136609.4583201489,0
-3210.114973411653,45.13157396806375,-754084.3167435493,-73.7889354226668,-204.5616206667039,12.756996786607614,14.015090901757365,45.29485337607253,94406.59190260673,0
-3112.0891006182314,72.90709642149173,-534416.3801420252,-16.20463890688932,-493.0020673467233,-2.5950414409831897,31.57064504566397,199.91865084272825,72671.15827870888,0
-1130.8350522127878,22.57333282881337,-278223.9405405189,-123.04513923199531,-396.31011554476873,-44.2480287524996,63.2660057075683,-513.3233241004278,-16364.670857168267,0
-528.7777199511377,40.02638884441341,-588717.0254732458,-224.65882987728037,-248.74331031671443,-30.00090751384514,117.30524051069125,-193.70775375617552,98611.05184887337,0
-1619.9752080367546,12.78411913787504,-363566.89244482986,-111.79333048714346,-255.7934342449115,-28.71145813399293,77.41684203531035,-165.25909403834433,36581.45146011582,0
-2694.3077151400676,43.38060864812938,-696198.0031395147,-103.67059242365694,-196.54718094022144,-17.97326630732639,29.826387338953346,-167.3897948780721,47538.158444271394,0
95.82897011688863,-1.4489199838567863,-735714.9441990469,-138.3800368966015,-121.26728801556924,-62.982832616893,86.28678411581735,-70.21277591796893,51264.24572220288,0
-2939.4951769710533,38.205900062041614,-259341.91712552,-125.02951350430308,-335.51640886637824,1.9095997251022236,83.45480227493826,468.08928451674836,65838.37734758173,0
-2513.729051071665,18.24533848525359,-610154.9500474322,-49.75060522315763,-240.21486246483778,-18.39483188483586,27.62872917022299,50.15570359317867,71839.21202748678,0
-2670.4856293880466,-10.885874306725722,-272337.7783198893,3.690710905481666,-158.8014937642803,-38.68690240472404,41.97744470379596,203.15328317625176,82865.16872041428,0
-2000.4598182325265,63.9856479985436,-833495.9845912026,-84.43237235104992,-382.18486574720674,-17.662406177454493,38.08741794775429,-612.4872280633601,74072.85672761087,0
-261.8906687465312,25.33526154410101,216575.85901809236,-168.01610691933828,-577.2407227661548,-47.327738341880014,101.91069900293878,92.08520394706694,-55894.49121278532,0
-2470.4663735384647,-30.39014261246203,-208717.42632718707,14.912292497088456,-82.703342103526,-40.55457239854844,66.20105075330586,183.24469725083515,87082.83717551941,0
140.90146253708812,2.768041188276047,-674561.700175036,-118.55352360034748,-173.4633273276108,-63.926395700576585,83.64370208014616,218.32141473777713,34419.52596857538,0
-1022.2863778318043,31.87759358208703,-984858.9698212997,-21.796426381184027,-245.35833865181047,-20.678328977803503,61.75524667321065,-205.6101989799336,165276.69442584732,0
-2957.8050201496917,8.494398292170473,344901.1154134476,-53.23071261519221,-548.5429063623635,-27.487726262082482,85.88730642683358,-192.48924051254644,1511.8384408595941,0
-1815.5576591297336,19.2875917186053,414101.125224694,-132.65683859693658,-416.6552991472116,-34.35720304383352,115.6535344434465,-117.03641189398151,14941.010473799728,0
-3448.3153150217067,33.923189049802396,-1066682.369444038,-38.55215904407457,-108.48653307358,-17.248982808020195,-0.2776979195222129,137.57336990794042,126519.69456651392,0
-1616.355101707918,60.31065262952035,-941935.4524020273,-57.80348815995656,-323.74459440871556,-5.849635496146276,23.878986045637657,687.2956154563291,114036.85673150564,0
-1156.054072418198,43.10943704359985,-9900.931105535981,-187.48587978948592,-417.128659090954,-38.74180532704314,113.04459486730121,777.7313568706688,19592.0361808517,0
-3487.8563388169973,51.461875320404864,-904801.1459719087,-45.88038725173942,-203.73836478722185,1.3975561226107107,7.037080803456108,-15.894013930321236,63126.929153088284,0
-1235.157760983801,3.4022127414208114,-1079753.4542456113,15.844314503758921,-181.51446871059375,-32.42193117670859,15.087438476657805,-746.8149730589515,68524.99469086457,0
-3412.0692771705353,-18.042738416223404,-21124.522230677467,-72.37087680919556,-153.23094701104876,-38.17471234531063,61.0081419646266,-189.3275220916269,-1695.0518617906419,0
-703.7644870924353,25.67083095140803,705369.3094940006,-155.90630914847097,-652.1148500913924,-54.24150337708076,163.68111796522004,73.25620263908662,18876.804659490237,0
-2949.2908391213127,52.544726800548595,-677791.1385382217,-155.10004703686354,-443.8494248787396,-25.057928100685047,33.762913421461704,-447.23435840371366,-25819.137389379088,0
-2541.603960749447,41.2306483480672,-1574673.6666688153,14.919493675555875,-53.734973783680786,14.288756507197972,-13.354293384509674,-404.7060643018125,122463.14665560266,0
-4097.078500876345,41.02987940411721,-264147.14680767,-68.86300955147951,-260.47032923682303,-3.0033494796514484,27.482934806377813,-393.5865455667573,53890.793125496166,0
-1200.1255613856601,57.087711777671615,-983424.228340464,-68.32609467030899,-258.47986977759047,-20.890893035829507,16.759070951981997,-109.61485746323291,71051.04433339174,0
-1516.3569131576237,13.023579569433874,168118.03827726588,-89.06614186212022,-499.9784224398152,-38.6585552440134,94.2965358396127,19.865879825928815,7382.7877766245,0
-2379.324670468145,6.990824560909697,23740.4402050855,-136.32721508871836,-168.21692379203574,-9.072143861233009,91.91406641386195,23.836155062763364,61789.26448019432,0
-3433.426984668147,42.217227115710365,-1459691.0379246562,-0.9063742541835289,2.7630839853637283,-7.056288735969484,-31.15582040006677,315.09561536227534,131384.52470017373,0
-2463.053140276957,20.8843786371408,-378497.44385801395,-89.72650809137762,-214.12512690502786,-15.938094438206829,75.95879157928327,841.1080416281866,105167.60763223193,0
-1242.6812434548592,-16.257256746607766,195435.6044483209,-98.69347126746084,-412.08970159561727,-42.57597247168869,118.14253085425652,-79.10839869810893,-48374.199688441906,0
-3076.2425258157673,2.8558159542835893,-111079.07602979348,-110.5741808329613,-121.75161710706406,-17.5491960637109,47.61597689440417,-365.8813334923803,3703.525799896381,0
-204.92676394460952,-21.57037361472641,-311154.6158645189,-62.96154115133004,-289.49469601407986,-42.19061225809483,83.60098699836298,-89.6041943908249,42251.921041560345,0
-1110.9728377773606,27.09435495368758,-599121.4682487521,-46.58962149941906,-218.19505053856295,-17.038414833956033,93.80339056113654,169.37916753881365,183242.38988284516,0
-1707.586688987018,39.49829518987138,-858061.5391479814,-243.25762161638804,-74.49807273272647,-15.484740166328974,38.69742694901317,-645.4123626920841,39696.547672532586,0
-1848.316052186179,43.3780420778023,-545677.2486717212,-165.01033191030592,-366.1821518349856,-36.61747900555633,79.85501850726354,-114.60092632641025,49403.33898966908,0
-2739.6074204927945,82.53168022705768,-1211912.4266836194,-1.0472352784812236,-375.07394578654356,3.500699365399745,-23.717575663987343,581.9381060020144,85470.33675548514,0
-1901.156742005103,36.6479875358561,-1124404.4633833598,-100.10548195976268,-111.37448491321236,-16.498751713394068,6.215724500205782,-1014.2708322078869,60699.482344095515,0
-2702.9119819921366,22.241909540008734,-603568.6074117348,-19.722406215698946,-323.38535957638675,-24.818862569188266,6.427617064473817,115.99157267583482,-10786.477656632964,0
-2602.988444127541,33.86970657282752,27124.8393320489,-144.98302948032267,-379.061256110345,2.9304766802068425,101.38531940454266,336.5093330848668,57454.35966262644,0
-2695.9511482313374,30.772843941475358,-729443.0990355037,44.89164840714106,-363.9559300075552,-27.16067279775151,8.38482593753408,-467.6742279654177,64332.1302524995,0
-3583.959985639196,13.46310252906781,-966119.1884520545,-3.1179406654712247,-131.40262110956272,5.2109747201314445,6.079505791275441,181.75648778409388,50810.61643285183,0
-2117.5619562247048,-10.672423087910527,-167164.42256334206,-114.40586418298679,-255.93007783978697,-22.678291450061977,72.96571594562197,-261.93128945651915,-27426.43288606818,0
-2357.6638796387383,28.09737623131621,-349487.2390603381,-96.37136514199086,-311.3167029007584,-7.386576435556095,70.42098166765524,58.460051196705166,31967.770594308222,0
-1462.9723150737302,25.99034499102449,-127224.25163443782,-189.70942934180033,-247.2846343464623,-32.00943117748916,130.8806984482979,245.60684623534735,104551.8893198986,0
-2090.89688190714,30.213225326514337,-814978.5564673305,-125.79343093485934,10.292232932357479,-15.20315024020789,56.029294525549865,-499.7484432860743,120288.804241936,0
-767.097242719017,12.200030110186649,-513880.08882036334,-74.92331675373038,-302.289558230609,-51.439813861507204,50.65332948987841,-539.2105922593802,64988.67772847001,0
-2659.7900457571563,47.91522156411875,46216.55733976482,-187.88250648498078,-406.35219114816937,-6.913787800645441,93.60252280992492,282.7600243010206,45067.213506770466,0
-322.30741877023326,64.57007571108505,-463078.55938440084,-144.6716591098045,-480.966069787646,-39.438048901908,84.85587740221763,165.95213078731018,69127.1325318004,0
-2076.447770571625,50.67015995184044,-982161.3338248759,-128.08117110550756,-130.05600236045737,-19.098777211059886,21.091128822946043,-39.039435146389536,77033.33761054944,0
-516.1759211376835,76.92847050266481,-701716.7052894346,-197.33478604515128,-422.0424141061245,-31.861578332531636,93.34818849163489,133.9410001762657,106593.73587748654,0
-404.18332914660635,27.786196764901067,-30589.62393527993,-150.83535239334526,-467.4600483858385,-33.70816954066874,109.56209807107808,342.20910228627844,28444.77320893497,0
-2870.5358971537817,-9.835661937990233,-799658.618779016,33.624893731170104,-218.99884822898926,-26.786126508352922,-26.109503236217925,-794.6481209391045,-44230.47831835294,0
-2248.786483604629,12.073990090238883,-1538343.1159472372,-38.618580654639885,206.89207796559728,-1.063608756269848,16.591713329139314,-141.50749583237152,166906.42824731837,0
-4454.70366773554,47.421651243047464,-1343850.6336257246,-32.25713270202162,127.35069174105035,19.71284875689397,6.110552499409522,-868.7434508269871,209631.9834225199,0
-2070.9370486529165,-14.119867714352171,-1223994.4600187487,-45.62602494345415,126.78656034637585,-29.15718321956136,48.26821195398909,-124.06045894126389,162390.3400427666,0
-1174.7054166274356,-3.2441714660193677,101094.8233379489,-74.3948303060553,-319.8070105368957,-44.567808860899646,105.11404864274887,433.6601728665209,56462.56866812249,0
-855.0303032882318,-32.78919203027834,-1640430.133614617,-72.04873177124125,200.05727186301013,-29.52929158665475,-15.178862927981962,819.5690788853301,46030.367385676385,0
-2896.078563601059,78.6042303935984,-434025.3315737305,-103.44165386019417,-404.6572053320476,7.720454354181065,30.303629123048577,-502.3899912232116,79939.16569136702,0
-3092.347123614488,48.22493669752588,-272341.84540535725,-126.77741206665257,-271.40595429079497,-3.1710528195233003,85.90375823323365,200.71542302023997,137188.3746747779,0
-416.7390670847164,18.97697597737775,-684809.7695648075,-59.168938470864006,-312.29566164023737,-34.02187027289625,33.5862943907236,-195.4105749589282,32558.040460687786,0
-2154.2618438382406,28.377807028577806,-1833358.0389254794,15.981529119056777,53.63268845744641,-8.486307385096678,-55.10606294698459,695.9456137282435,90468.1298807514,0
-1022.2216919878093,21.177707828604493,-903652.8324951767,-99.11113314415303,-91.17287692331097,-24.910883184398088,31.05166503196426,253.28005844039956,50348.06294301718,0
-2329.1132559562247,14.842526851218597,-574727.9943068108,-76.58312327976216,-326.97486990663486,-31.682273727071603,5.099075910604506,-600.5743009835331,-48124.00296106205,0
-3576.2863795229378,-14.0669514022245,529712.5804978978,-109.74320261374206,-331.77988914199364,-38.008603717479374,102.46156724916229,-1336.1741381483691,-41253.065300155766,0
-1920.2738583905168,2.2275389602252496,286587.8479656824,-36.166070301462966,-423.9488756187586,-38.186109101240405,104.28024049041102,149.65351288217133,68539.21586861355,0
-270.4352637746872,6.75138231510236,-529192.5219909179,-118.18805750617508,-209.1171463224625,-41.79834270355263,97.1330729207767,-630.8749244084895,97403.84468941759,0
-2264.007169658551,48.56525586907008,683740.3239871158,-156.53885822480652,-655.1648165534577,-18.038452442104646,152.9056424391879,240.53089476422338,78858.83072991541,0
-225.7671273780515,18.425944593415135,-886328.142865199,-109.78884431405316,-215.3582232235723,-51.337137237687664,75.07068635842256,-456.34227401025316,116149.53600745632,0
-1927.6543007925507,48.2365409608812,-723854.0131325999,-131.9694165897802,-296.1186219556643,-24.100308290770773,57.07511409110217,-34.53133881059662,97752.03976248596,0
-45.05751920270029,57.852992603132066,-1067927.1889345818,-72.3378529040146,-460.34383986932846,-49.45606446172629,24.937938901252423,676.5266373368175,42153.63517570339,0
-2907.9986986433423,65.93077168308855,-1196461.1501938521,-44.20127244082157,-140.79120399517825,15.920028092270233,19.772628336975277,-123.09275699704708,138635.10069597093,0
-1399.5594058326258,44.46050538520917,-631091.367665023,-162.78595151760908,-270.42546757117407,-34.40160167955413,67.71878189066554,476.3594792683668,43137.16427064527,0
-1411.9703904423134,9.246540131768562,498596.9332066039,-154.22773310345028,-587.9561889096956,-67.451496699368,116.18286528623108,236.4002192301027,-40215.398878431115,0
-4339.7800442798025,33.1959487306748,372496.5333008131,-74.67725948339375,-527.5089770302819,-6.685299345653998,73.79447909598072,182.89143958203172,-27217.976711576663,0
-1824.081613885633,80.63054751744278,-569847.0718570421,-151.48565104581755,-340.61652521698437,15.403877132148654,96.9648237276026,-272.0273747750142,192660.57973258573,0
-231.4452442836228,48.23704090730523,-1448677.041653898,-122.51266417546687,-212.07141908024184,-26.688581722077668,39.33663563718186,-223.73673757160284,127230.07199945397,0
77.74771202072017,37.49755697729303,-1296035.728042628,-113.34105920042744,-259.1243627891486,-53.46115049589819,4.0500480660685785,-198.62047338715897,-21964.558786046186,0
-1052.0098315230691,36.58575044166158,-1529852.4476591113,-11.176666248151722,-198.89638853858446,-13.662926142801085,-6.024600924445133,-203.04316317995364,87276.40722648606,0
-1201.11407088255,0.8167689450775293,-818456.035418565,-116.58639270440506,-148.2805851558129,-50.69252635950935,30.563172426362286,515.6036016435825,-187.22660109372845,0
-1711.8468152066384,32.82710826174646,-1279712.103884681,-92.51063651974124,-104.6850678733933,-22.842664573981097,31.385737312501217,-142.73969739336422,83219.17142693518,0
-2554.356709209702,75.63279982839151,-1748448.2026734506,-10.113820170641498,-118.01343574043236,-2.4111262135533043,-31.36266584707268,961.8317784156461,166323.1971801118,0
-2413.889487378369,-0.4068063286377548,-6088.675522387143,-135.9481570396532,-238.77921636580572,-37.6874987873435,87.97750508310929,-225.82462728903505,32424.694930306425,0
-3498.1782522330745,46.76054540534261,28901.19761919343,-89.01683886877912,-422.3092548173565,-13.99778282628782,66.14499841546846,-111.34010811905544,20731.991615360886,0
